"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","77/3424","166/9397",0.463855421686747,1.27302844555793,2.68707438971541,0.00503596774352242,0.0371804427021762,0.0247004912840182,"5350/776/91807/6546/3709/1910/8654/5500/5294/1258/1386/9586/107/3643/3708/4659/2776/9475/151/4205/340156/6093/293/91860/10000/10672/5581/1259/4208/27094/5592/5332/4775/493/480/5594/23236/5535/4880/157855/3778/5532/490/5140/1385/140/64764/488/4207/10335/5534/112/10488/7225/5499/5530/572/5138/8660/775/2977/2773/4638/2767/5605/3827/84699/6547/23439/5894/624/152/3779/5997/2969/10242/779",77
"Organismal Systems","Nervous system","hsa04730","Long-term depression","32/3424","60/9397",0.533333333333333,1.46370716510903,2.72808487041964,0.00542264684267164,0.039201217800147,0.0260429749680941,"3709/5321/3265/3708/673/2776/10672/3480/5592/5332/4893/2892/5594/23236/5519/5518/5515/3845/5516/5579/2895/2977/2773/5578/2767/5605/2890/5894/2891/8605/283748/255189",32
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","91/3424","201/9397",0.45273631840796,1.24251261217278,2.63132808822927,0.00572686757089324,0.039658518171161,0.0263467783390998,"9915/5218/26471/221037/2119/4233/6667/55589/4286/4193/2005/8864/8353/2120/472/1668/8356/1848/860/894/4297/7403/4299/905/5090/2308/8357/51426/8900/3480/10912/5468/728358/2078/2321/4208/329/79058/5327/2322/4790/64332/2892/2138/4804/6935/5966/8354/7048/9611/2209/25942/8842/1669/3206/4353/51274/861/890/862/1436/1437/604/51804/942/5747/3248/2115/51384/7850/904/440686/597/653604/340096/3066/6760/5081/581/5328/3486/64919/2313/1655/10214/3087/5087/7704/6929/26039/4086",91
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","73/3424","157/9397",0.464968152866242,1.27608228168343,2.64115871973729,0.00577301141127633,0.039658518171161,0.0263467783390998,"776/3709/10114/5500/204851/3265/5608/4193/3708/144715/545/28996/5290/4087/7046/472/54822/293/894/91860/7042/5728/10000/6237/2308/1021/8900/132660/2305/10912/5291/1432/4790/4775/4893/85417/5594/9134/5535/1978/1030/7048/90550/5532/4361/4683/1875/890/5933/22808/5534/3845/3364/5499/5530/7248/5934/2475/1111/5605/23291/2309/3486/3105/5894/983/5925/5600/1029/5295/3107/1019/1871",73
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","53/3424","109/9397",0.486238532110092,1.33445779387808,2.65910563937404,0.00582877356406113,0.039658518171161,0.0263467783390998,"5602/7100/7099/7096/7097/51311/10333/5608/5290/23118/4283/3455/10000/5599/1147/51284/7189/5291/6885/1432/10379/3454/4790/5594/353376/29110/6416/114609/51135/3665/941/942/6772/9560/3661/3553/9641/841/5601/5605/3456/23643/8737/414062/2353/6696/4615/5600/6348/3716/5295/1513/6352",53
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","86/3424","189/9397",0.455026455026455,1.24879777975572,2.61599477302727,0.00602596529512964,0.039762168780958,0.0264156376855144,"5602/3709/6347/260434/84168/7099/10135/4671/55914/58484/107181291/3708/79792/23118/10010/84674/54822/1668/55669/3455/114548/5599/1147/1536/7189/118429/257397/728358/7186/6885/329/1432/10379/3454/4790/5332/4210/331/81858/5594/23236/388646/91662/846/90550/29110/5586/5585/140609/1669/51135/3665/838/10059/7158/84557/22900/6772/9140/25828/3661/3606/1535/3553/3428/9641/841/5601/10628/6041/3456/8737/596/57506/4615/7226/55072/5600/3716/51393/2634/2919/64127/340061/6352/29108",86
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","111/3424","251/9397",0.442231075697211,1.21368148899728,2.59794700785891,0.00610530560881368,0.039762168780958,0.0264156376855144,"5602/998/7100/7099/5420/7097/5294/3265/4671/58484/10333/1499/5608/375189/79792/26084/5289/5290/23118/3840/5286/9475/79026/3799/114548/1778/9844/10000/5599/1147/6237/27072/7189/51164/8717/5788/10787/257397/7186/5291/6885/329/1432/79659/4790/10383/5594/1780/10096/653857/84617/3071/6416/23191/6500/10640/114609/79443/112574/5585/112714/3836/26263/347733/51135/838/113457/3800/6934/51429/5058/8976/8655/25828/3839/3606/1434/3553/5216/841/9648/5601/1781/5605/55207/23643/64746/260334/10006/581/8737/63916/5894/3798/11258/1783/6281/596/2353/197259/4615/10097/10671/5600/5868/81027/147700/10120/26999/10810/29108",111
NA,NA,"hsa04082","Neuroactive ligand signaling","90/3424","199/9397",0.452261306532663,1.24120896538769,2.60384666597614,0.00618777266331912,0.039762168780958,0.0264156376855144,"3357/2897/6506/5443/6507/2893/6505/1133/53829/59345/116443/107/3360/6869/2776/255061/151/2899/1141/55970/2904/64805/79627/2570/2559/3274/6865/5332/5173/6571/2892/5028/1815/2564/23236/4988/2787/5030/6512/140/9127/140679/2561/2563/2918/2741/2905/2569/112/3356/6532/1814/5579/2916/8001/9152/9934/43/3269/2773/2556/5578/22953/2767/5567/6530/2913/2562/2890/5031/89832/135/6529/6540/285242/152/2554/2891/1813/2566/94235/2567/5029/5023/2786/2568/54331/2914/2898/2792",90
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","83/3424","182/9397",0.456043956043956,1.25159026137414,2.59492001123395,0.00641922912100743,0.0404995000907196,0.0269054770813517,"5602/7099/7096/4360/7097/10333/718/1378/5289/11151/22925/30835/2212/3717/8411/91860/7042/10000/5599/8915/1379/7189/8717/3460/1432/317/4790/10892/7421/2033/5594/535/5535/3920/9103/3588/3459/2209/3127/5532/114609/1385/64581/23365/843/1520/4800/817/51135/5534/5530/2215/1387/572/6772/4261/3606/3553/26253/841/9902/5601/6850/3456/581/3118/5894/2207/8625/4801/596/8844/4615/51561/1509/3119/3117/10312/5600/3716/5868/64127/3586",83
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","40/3424","79/9397",0.506329113924051,1.38959540991364,2.63274107262749,0.00664812126396511,0.0406967666484368,0.027036529337199,"7099/7097/718/1378/23118/2212/3717/7042/1536/1379/7189/3460/6885/1432/1917/4790/5594/9103/3459/2209/3127/4688/51135/2215/6772/5579/65108/3688/1535/3553/3118/5743/3676/2353/4615/3119/3117/5600/3716/3586",40
"Cellular Processes","Cell motility","hsa04814","Motor proteins","89/3424","197/9397",0.451776649746193,1.23987884861711,2.57616265181808,0.00668505965118415,0.0406967666484368,0.027036529337199,"347240/56171/4651/127602/9928/343521/4644/1770/1062/24137/4645/23026/23095/200132/829/283446/201625/146439/3799/4649/63971/58/1778/8701/196385/84376/7134/56992/1769/55930/4430/9585/51164/55567/53904/81930/4629/79659/830/72/3796/10383/55614/4643/1780/59/221458/3832/84617/4620/1768/26153/112714/79819/70/4628/347733/22989/113457/9493/7138/3800/4640/25981/55582/4647/8632/8655/57576/146909/23303/84700/1781/260334/7168/3798/11258/1783/4619/10112/90990/10671/4637/81027/147700/4642/10120/83544/57519",89
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","39/3424","77/9397",0.506493506493506,1.39004657725452,2.60193235933668,0.00726020536606733,0.042738890265499,0.0283931957171069,"3265/4193/5290/673/867/7046/6654/7042/10000/1147/1021/6655/51426/10912/5291/2122/4790/4893/5594/4089/7048/25759/861/9846/3845/1399/5781/572/1398/5605/3066/581/5894/5925/6777/1029/5295/1019/1871",39
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","63/3424","134/9397",0.470149253731343,1.29030155879481,2.56252469665293,0.00733112555135159,0.042738890265499,0.0283931957171069,"776/91807/3709/5321/5500/5319/107/3708/4659/673/2776/9475/10267/340156/6093/4660/91860/10672/5581/27094/4629/5592/552/183/72/5332/5594/23236/9826/4880/59/157855/3778/23365/553/10335/800/4628/551/10203/112/5499/5579/775/2977/4638/5578/2767/5567/5605/5894/135/64600/3779/133/4637/1907/8605/283748/796/255189/10242/779",63
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","58/3424","122/9397",0.475409836065574,1.30473896889842,2.56503369577537,0.0073900098441785,0.042738890265499,0.0283931957171069,"7006/5602/998/5523/3265/5290/2932/6654/10000/5599/8915/1147/6655/5788/5291/6885/1432/10451/4790/10892/4775/4893/5594/5535/5519/5532/1739/5518/5515/3932/5534/1437/3845/10125/5530/5781/5058/5520/5516/5062/3937/5527/915/868/5601/5605/7535/55012/5170/5894/5529/2353/4690/5600/5295/1019/3586/3567",58
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","44/3424","89/9397",0.49438202247191,1.35680720361231,2.56060479548437,0.0078906389245154,0.0440916601288059,0.0292918961571621,"3912/2335/3381/131873/3371/3685/1834/3673/3918/3680/3696/1284/7057/1286/3908/22801/1293/1285/22987/1282/9899/1287/7058/948/1297/960/7143/7060/1288/158326/3161/3672/1299/961/3915/3688/2811/80144/22798/7448/3910/3676/6696/5649",44
"Human Diseases","Substance dependence","hsa05033","Nicotine addiction","23/3424","41/9397",0.560975609756098,1.53957003647139,2.62142097944148,0.00791237195365921,0.0440916601288059,0.0292918961571621,"2893/116443/1141/2904/2570/2559/774/2892/2564/140679/2561/2563/2905/2569/2556/2562/2890/89832/2554/2891/2566/2567/2568",23
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","69/3424","149/9397",0.463087248322148,1.27092023144954,2.52378750749293,0.00800511408678609,0.0440916601288059,0.0292918961571621,"776/5602/3709/4713/2893/3765/59345/107/3708/54539/2776/55970/4716/5599/2570/1268/2559/4702/1432/774/5332/3763/4728/4701/2892/4726/5594/4704/2564/23236/2787/4723/4706/140679/2561/2563/2569/112/4719/4729/222236/5579/775/2773/5601/2556/5578/5567/2562/2890/5743/3762/2554/2891/2566/4708/94235/2567/374291/747/5600/2786/2568/4696/4700/4695/54331/2792/779",69
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","111/3424","253/9397",0.438735177865613,1.20408716892616,2.49143739012623,0.00814964979639813,0.0441863824898461,0.0293548241021577,"5602/998/7100/3709/7099/51196/4671/84812/58484/3554/718/4193/3708/375189/3099/7335/5289/8353/5290/23118/9475/9252/2932/472/8356/114548/6093/9844/10000/5599/54874/8915/1147/2308/8357/5581/7189/8717/257397/7186/5291/6885/1432/92610/4790/5332/10892/81858/5594/30849/23236/10096/653857/8354/960/29110/6500/7307/1793/7414/831/83660/58528/100132074/1437/84557/6198/1399/5747/5336/8976/9140/3661/2475/3688/3606/3553/440686/8936/5216/5601/653604/1398/340096/23291/2309/3456/3101/581/8737/63916/55062/7094/596/4615/10097/55072/5600/23048/22863/5333/5295/115004/9564/7321/340061/4735/6352/10163/29108/9181",111
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","66/3424","142/9397",0.464788732394366,1.27558987100171,2.50530922090893,0.00846738259147973,0.0452027962960533,0.03003006943375,"8916/57448/9063/55120/55284/8925/6477/9320/27338/4193/8651/55236/9354/51529/8554/51366/867/1161/26091/8450/672/8452/7189/25898/55070/10075/329/10273/55294/4214/8065/83737/331/64326/996/26232/8453/10393/64750/6500/4734/4591/7324/9817/26259/79444/4281/7337/64682/7328/10277/23624/6923/868/51465/9039/6502/23291/29945/9690/55958/11059/3093/8924/7321/140739",66
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","37/3424","73/9397",0.506849315068493,1.39102307643067,2.53924619640675,0.00866361865774053,0.0455473187124314,0.0302589497892385,"9108/5294/51196/84812/8395/5289/5290/5286/200576/55586/4952/5728/8867/51477/5291/4534/5332/9107/23007/23236/22908/8898/3612/9896/22876/8776/3631/8897/5336/253430/9110/3706/56623/5305/8821/5333/3632",37
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","79/3424","174/9397",0.454022988505747,1.24604381512515,2.48023651479563,0.00879443905974901,0.0455473187124314,0.0302589497892385,"5602/54361/79718/7474/324/122011/23500/4040/6477/1499/6424/51701/9475/2932/102800317/147111/5663/894/7482/5599/1459/6907/4163/6885/54894/7475/5881/27130/4919/5332/4775/8326/2033/343637/23236/7479/5535/6423/8321/4089/7091/7855/6500/5532/57680/2239/7976/27121/817/1855/5534/85407/1457/6934/5530/1387/51384/8325/8549/5579/4920/59343/8324/6259/5601/5578/5567/1460/23291/4316/1501/7481/57216/8323/164284/25805/7089/1452/23002",79
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","55/3424","116/9397",0.474137931034483,1.30124828794715,2.47171458565749,0.00953648009105204,0.048154558490205,0.0319910459862124,"776/2897/6506/3709/6507/2893/5321/6505/5337/59345/116443/107/3708/2776/2744/2899/157/55970/2904/5332/2892/5594/23236/5535/2787/9455/5532/6512/22941/85358/2918/5534/2905/112/5530/7220/5579/2916/775/2773/81539/5578/5567/2913/2890/2891/94235/2786/8605/283748/54331/2914/2898/255189/2792",55
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","29/3424","55/9397",0.527272727272727,1.44707412914189,2.51757882546094,0.0097076954478596,0.048154558490205,0.0319910459862124,"55120/201254/83990/9894/11201/545/80233/5980/672/675/57697/55215/51426/2187/57599/146956/80010/29935/22909/2177/79728/2072/79008/641/51455/7398/80198/2176/7156",29
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","62/3424","133/9397",0.466165413533835,1.27936810484154,2.45666248358075,0.00971417606430649,0.048154558490205,0.0319910459862124,"5602/11067/3265/3643/4193/5290/673/51701/7046/472/102800317/6654/80854/894/7042/5728/10000/5599/5896/1147/2308/6655/3480/10912/5291/3276/1432/5562/4893/85417/6789/2033/5594/9455/4089/1030/7048/6446/10733/23678/8698/100132074/3845/604/7874/1387/5934/10110/9140/8660/5565/5571/5601/6502/5605/2309/5170/5894/26260/5600/5295/3586",62
